name;lat;lon
апарт-комплекс «Metropolis Loft»;55.763080099999996;37.63685029999999
"корпус ""Вода""";55.77056639999999;37.4241019
"корпус ""Воздух""";55.7705907;37.4213551
"корпус ""Земля""";55.77033649999999;37.4200379
"корпус ""Огонь""";55.7706764;37.422722199999995
корпус 5;55.80999130000001;37.50622189999999
корпус Б;55.8101038;37.5090519
"офисный центр ""На Научном""";55.65574109999999;37.551913500000005
посольство Италии;55.743166800000004;37.587568700000006
посольство Палестины;55.741481099999994;37.5877187
спасстанция яхт. порта Строгино;55.79712640000001;37.41411589999999
"территория ГБУ ""Автомобильные дороги""";55.7848028;37.480829
